id,Filename,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,n1,n2,N1,N2,Len,Voc,Vol,Dif,Eff,AllocOps,DeallocOps,DerefUse,UniqueDerefUse,DerefSet,UniqueDerefSet,AgingRelatedBugs
132,storage/innobase/include/ut0wqueue.h,0.00,0.00,0.00,13.00,26.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,13.00,19.00,18.00,0.00,29.00,0.00,7.00,0.00,0.00,9.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
133,storage/innobase/lock/lock0iter.c,4.00,23.00,4.00,13.00,52.00,29.00,9.00,8.00,9.00,1.00,28.00,4.00,23.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.00,13.00,45.00,9.00,28.00,29.00,0.00,7.00,0.00,0.00,24.00,39.00,3.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,11.00,10.00,11.00,0.00,0.00,0.00,0.00,0.00,0.64,17.00,15.00,17.00,2.00,31.00,32.00,88.00,61.00,149.00,63.00,741.00,29.00,10742.00,0.00,0.00,9.00,5.00,5.00,2.00,0
134,storage/innobase/lock/lock0lock.c,9.00,27.00,8.39,1115.82,2858.00,1494.96,6.00,6.00,7.00,2.00,42.32,9.00,26.61,8.00,0.00,0.00,0.00,0.00,0.00,0.00,102.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5208.86,1105.46,2724.54,724.96,1344.86,1480.32,104.39,57.07,0.00,0.00,1497.57,2036.07,323.36,212.79,1499.93,0.00,0.00,0.00,0.00,0.00,71.25,69.25,78.46,0.00,0.00,0.00,0.00,0.00,0.54,634.93,629.04,733.18,214.04,1305.46,2519.79,6562.89,5336.50,11899.39,3825.25,65821.93,1318.04,1171680.86,0.00,0.00,394.61,184.93,75.00,54.00,0
135,storage/innobase/log/log0log.c,12.00,33.00,8.00,822.00,1986.00,649.00,6.00,6.00,6.00,1.00,50.00,11.00,28.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3334.00,561.00,1218.00,264.00,753.00,517.00,1039.00,120.00,0.00,0.00,698.00,903.00,136.00,35.00,732.00,0.00,0.00,0.00,0.00,0.00,42.00,42.00,46.54,0.00,0.00,0.00,0.00,0.00,0.42,248.00,248.00,269.54,68.00,570.00,1223.54,3317.54,2821.54,6139.07,1793.54,35931.71,611.00,860356.29,0.00,4.00,289.00,66.00,76.00,21.00,0
136,storage/innobase/log/log0recv.c,15.00,54.00,11.00,715.00,2239.89,563.43,11.00,10.00,12.00,3.00,78.00,15.00,49.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3397.89,606.00,1738.61,318.57,1166.04,511.43,550.43,107.86,0.00,0.00,873.14,1198.14,170.57,31.00,996.57,0.00,0.00,0.00,0.00,0.00,88.00,51.00,97.00,0.00,0.00,0.00,0.00,0.00,0.29,375.00,338.00,421.00,105.00,520.00,1306.25,4267.14,3543.36,7810.50,1826.25,48676.07,664.32,1525355.18,0.00,0.00,296.79,75.00,111.00,44.00,0
137,storage/innobase/mach/mach0data.c,13.00,33.00,6.00,32.00,69.00,24.00,7.00,7.00,7.00,6.00,49.00,13.00,33.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,119.00,32.00,65.00,14.00,36.00,24.00,1.00,4.00,0.00,0.00,31.00,44.00,6.00,3.00,35.00,0.00,0.00,0.00,0.00,0.00,10.00,10.00,10.00,0.00,0.00,0.00,0.00,0.00,0.37,13.00,13.00,13.00,13.00,27.00,43.00,171.00,116.00,287.00,70.00,1488.00,36.00,29128.00,0.00,0.00,0.00,0.00,6.00,2.00,0
138,storage/innobase/mem/mem0dbg.c,10.00,36.00,3.00,215.00,623.00,183.00,3.00,3.00,3.00,3.00,48.00,6.00,23.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,984.00,43.00,116.00,18.00,78.00,39.00,778.00,24.00,0.00,0.00,47.00,61.00,8.00,6.00,47.00,0.00,0.00,0.00,0.00,0.00,11.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.34,15.00,15.00,15.00,15.00,56.00,113.00,392.00,286.00,678.00,169.00,3887.00,68.00,105665.00,0.00,0.00,8.00,1.00,0.00,0.00,0
139,storage/innobase/mem/mem0mem.c,8.00,25.00,8.00,120.00,307.00,184.00,7.00,7.00,7.00,1.00,38.00,7.00,24.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,577.00,106.00,259.00,77.00,132.00,177.00,49.00,21.00,0.00,0.00,164.00,228.00,33.00,13.00,182.00,0.00,0.00,0.00,0.00,0.00,29.00,27.00,29.00,0.00,0.00,0.00,0.00,0.00,0.68,79.00,77.00,81.00,13.00,144.00,201.00,648.00,479.00,1127.00,345.00,6091.00,162.00,152793.00,0.00,0.00,29.00,12.00,17.00,13.00,0
140,storage/innobase/mem/mem0pool.c,9.00,24.00,5.00,159.00,363.00,175.00,11.00,11.00,11.00,1.00,37.00,9.00,24.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,159.00,344.00,92.00,195.00,175.00,3.00,19.00,0.00,0.00,316.00,423.00,50.00,27.00,346.00,0.00,0.00,0.00,0.00,0.00,45.00,45.00,47.00,0.00,0.00,0.00,0.00,0.00,0.51,148.00,148.00,153.00,21.00,186.00,289.00,863.00,711.00,1574.00,475.00,8946.00,207.00,228732.00,0.00,6.00,92.00,30.00,38.00,25.00,0
141,storage/innobase/mtr/mtr0log.c,9.00,39.00,8.00,109.00,397.00,110.00,11.00,11.00,12.00,3.00,51.00,9.00,39.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,575.00,109.00,389.00,82.00,230.00,110.00,1.00,8.00,0.00,0.00,221.00,310.00,34.00,10.00,266.00,0.00,0.00,0.00,0.00,0.00,26.00,26.00,26.00,0.00,0.00,0.00,0.00,0.00,0.28,112.00,112.00,118.00,35.00,181.00,296.00,980.00,784.00,1764.00,477.00,10180.00,230.00,320110.00,0.00,0.00,31.00,18.00,15.00,6.00,0
142,storage/innobase/mtr/mtr0mtr.c,4.00,22.00,4.00,58.00,217.00,78.00,3.00,3.00,3.00,1.00,29.00,4.00,20.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336.00,57.00,182.00,53.00,68.00,74.00,23.00,17.00,0.00,0.00,83.00,108.00,25.00,23.00,60.00,0.00,0.00,0.00,0.00,0.00,6.00,6.00,6.00,0.00,0.00,0.00,0.00,0.00,0.41,25.00,25.00,26.00,15.00,110.00,176.00,444.00,359.00,803.00,286.00,4132.00,109.00,57957.00,0.00,0.00,17.00,9.00,5.00,3.00,0
143,storage/innobase/os/os0file.c,12.00,46.36,10.00,895.50,2917.21,909.57,7.21,7.21,8.00,2.00,65.96,8.00,30.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4516.89,592.79,1721.14,431.93,1013.25,705.75,1471.68,232.86,0.00,0.00,953.96,1299.50,229.57,16.00,1053.93,0.00,0.00,0.00,0.00,0.00,46.00,46.00,62.00,0.00,0.00,0.00,0.00,0.00,0.41,417.93,417.93,461.36,117.57,874.46,1746.93,5742.96,4451.64,10194.61,2621.39,61768.07,1007.25,1938304.93,0.00,0.00,176.00,52.00,74.29,22.00,0
144,storage/innobase/os/os0proc.c,11.00,44.00,8.00,122.00,415.61,152.00,1.00,1.00,1.00,1.00,61.00,1.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,674.61,30.00,65.00,32.00,15.00,120.00,432.61,50.00,0.00,0.00,17.00,26.00,11.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.85,9.00,9.00,9.00,9.00,124.00,286.00,752.21,617.21,1369.43,410.00,8161.57,121.61,169998.64,0.00,0.00,0.00,0.00,0.00,0.00,0
145,storage/innobase/os/os0sync.c,6.00,21.00,5.00,160.00,434.00,195.00,8.00,8.00,8.00,1.00,31.00,5.00,15.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,753.00,123.00,263.00,76.00,139.00,162.00,165.00,64.00,0.00,0.00,246.00,345.00,48.00,17.00,280.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.62,134.00,134.00,135.00,19.00,158.00,306.00,659.00,540.00,1199.00,464.00,5938.00,132.00,60159.00,0.00,0.00,49.00,18.00,20.00,15.00,0
146,storage/innobase/os/os0thread.c,2.00,21.00,4.00,51.00,244.00,76.00,1.00,1.00,1.00,1.00,26.00,1.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.00,36.00,96.00,38.00,33.00,60.00,113.00,64.00,0.00,0.00,32.00,47.00,15.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.62,15.00,15.00,15.00,11.00,82.00,155.00,359.00,266.00,625.00,237.00,3129.00,60.00,35407.00,0.00,0.00,0.00,0.00,1.00,1.00,0
147,storage/innobase/page/page0cur.c,20.36,73.71,16.18,300.57,1011.14,265.25,11.18,11.18,12.18,3.00,104.07,19.36,64.54,15.18,0.00,0.00,0.00,0.00,0.00,0.00,12.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1497.32,278.11,824.25,200.75,506.86,244.14,175.71,53.93,0.00,0.00,492.21,612.68,122.11,40.00,450.57,0.00,0.00,0.00,0.00,0.00,35.00,35.00,38.00,0.00,0.00,0.00,0.00,0.00,0.30,146.46,146.46,158.46,46.82,253.32,614.14,2386.68,1989.46,4376.14,867.46,28142.89,375.68,1221037.75,0.00,0.00,35.00,27.00,20.00,18.00,0
148,storage/innobase/page/page0page.c,11.00,39.00,7.00,428.00,1322.00,388.00,7.00,7.00,8.00,2.00,53.00,11.00,38.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2038.00,428.00,1303.00,320.00,771.00,388.00,3.00,19.00,0.00,0.00,742.00,947.00,180.00,55.00,712.00,0.00,0.00,0.00,0.00,0.00,48.00,48.00,48.00,0.00,0.00,0.00,0.00,0.00,0.30,253.00,253.00,263.00,96.00,465.00,1061.00,3242.00,2811.00,6053.00,1526.00,36127.00,581.00,1089740.00,0.00,3.00,39.00,23.00,10.00,8.00,0
149,storage/innobase/pars/lexyy.c,5.00,45.00,5.00,349.00,2034.00,424.00,8.00,4.00,8.00,5.00,54.00,5.00,41.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2762.00,332.00,1564.00,413.00,971.00,400.00,148.00,407.00,0.00,0.00,564.00,785.00,133.00,1.00,651.00,0.00,0.00,0.00,0.00,0.00,151.00,25.00,151.00,0.00,0.00,0.00,0.00,0.00,0.26,241.00,115.00,241.00,163.00,334.00,700.00,2061.00,1539.00,3600.00,1034.00,26176.00,309.00,928625.00,3.00,2.00,99.00,44.00,44.00,17.00,0
150,storage/innobase/pars/pars0grm.c,121.00,439.00,55.00,368.00,1972.00,254.00,89.00,20.00,93.00,11.00,610.00,116.00,325.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2571.00,333.00,1126.00,499.00,939.00,215.00,496.00,526.00,0.00,0.00,573.00,748.00,41.00,162.00,545.00,0.00,0.00,0.00,0.00,0.00,177.00,38.00,184.00,0.00,0.00,0.00,0.00,0.00,0.19,178.00,40.00,185.00,23.00,54.00,483.00,2287.00,1553.00,3840.00,537.00,34480.00,85.00,2303300.00,1.00,1.00,181.00,15.00,1.00,1.00,0
151,storage/innobase/pars/pars0opt.c,12.00,35.00,9.00,278.00,719.00,270.00,11.00,11.00,12.00,3.00,54.00,12.00,35.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1208.00,278.00,697.00,179.00,391.00,270.00,2.00,21.00,0.00,0.00,441.00,613.00,88.00,17.00,508.00,0.00,0.00,0.00,0.00,0.00,29.00,29.00,29.00,0.00,0.00,0.00,0.00,0.00,0.39,213.00,213.00,242.00,74.00,275.00,550.00,1744.00,1354.00,3098.00,825.00,17170.00,323.00,341035.00,0.00,0.00,156.00,55.00,54.00,19.00,0
152,storage/innobase/pars/pars0pars.c,7.00,21.00,5.00,512.00,1344.00,477.00,7.00,7.00,8.00,1.00,31.00,7.00,21.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2200.00,509.00,1296.00,403.00,724.00,474.00,25.00,30.00,0.00,0.00,870.00,1178.00,192.00,14.00,972.00,0.00,0.00,0.00,0.00,0.00,77.00,77.00,92.00,0.00,0.00,0.00,0.00,0.00,0.37,410.00,410.00,469.00,83.00,650.00,1170.00,3125.00,2556.00,5681.00,1820.00,30073.00,640.00,457008.00,0.00,0.00,223.00,110.00,181.00,62.00,0
153,storage/innobase/pars/pars0sym.c,10.00,25.00,4.00,101.00,210.00,57.00,7.00,7.00,7.00,1.00,37.00,10.00,25.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00,101.00,198.00,46.00,131.00,57.00,1.00,12.00,0.00,0.00,207.00,254.00,22.00,20.00,212.00,0.00,0.00,0.00,0.00,0.00,30.00,26.00,30.00,0.00,0.00,0.00,0.00,0.00,0.29,57.00,53.00,57.00,8.00,98.00,232.00,581.00,494.00,1075.00,330.00,5907.00,100.00,86269.00,0.00,0.00,54.00,19.00,77.00,20.00,0
154,storage/innobase/que/que0que.c,11.00,30.00,7.00,334.79,799.14,349.57,10.00,9.00,11.00,1.00,46.00,11.00,29.79,7.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1441.50,334.79,772.14,145.57,479.57,349.57,5.00,23.00,0.00,0.00,511.14,736.14,68.57,55.00,612.57,0.00,0.00,0.00,0.00,0.00,44.00,44.00,45.00,0.00,0.00,0.00,0.00,0.00,0.45,263.00,234.00,275.00,49.00,327.00,678.14,1896.29,1400.07,3296.36,1005.14,18620.71,319.00,287084.29,0.00,0.00,159.79,67.00,68.00,33.00,0
155,storage/innobase/read/read0read.c,9.00,26.00,6.00,106.00,239.00,196.00,8.00,8.00,8.00,1.00,40.00,9.00,26.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,527.00,106.00,233.00,50.00,148.00,196.00,1.00,6.00,0.00,0.00,178.00,233.00,26.00,14.00,193.00,0.00,0.00,0.00,0.00,0.00,16.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.84,70.00,70.00,75.00,9.00,114.00,215.00,586.00,516.00,1102.00,329.00,6095.00,128.00,127880.00,0.00,0.00,80.00,27.00,47.00,19.00,0
156,storage/innobase/rem/rem0cmp.c,20.00,69.07,22.07,203.86,647.36,303.36,12.07,12.00,16.07,10.00,104.07,20.00,68.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1064.57,180.86,549.36,107.07,338.21,239.36,148.00,22.00,0.00,0.00,248.07,347.14,52.00,30.00,265.14,0.00,0.00,0.00,0.00,0.00,26.00,24.07,33.00,0.00,0.00,0.00,0.00,0.00,0.44,99.07,94.07,131.07,84.07,156.00,250.14,1344.64,902.36,2247.00,406.14,13767.93,268.93,731569.00,0.00,0.00,48.00,19.00,4.00,4.00,0
157,storage/innobase/rem/rem0rec.c,10.00,49.00,9.00,233.00,993.00,369.00,9.00,9.00,10.00,3.00,64.00,9.00,48.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1515.00,232.00,964.00,216.00,563.00,367.00,21.00,12.00,0.00,0.00,540.00,710.00,117.00,57.00,536.00,0.00,0.00,0.00,0.00,0.00,23.00,23.00,27.00,0.00,0.00,0.00,0.00,0.00,0.38,188.00,173.00,205.00,76.00,413.00,713.00,2483.00,1955.00,4438.00,1126.00,26899.00,551.00,1086592.00,0.00,0.00,65.00,40.00,19.00,10.00,0
158,storage/innobase/row/row0ins.c,16.00,48.00,14.00,535.14,1524.21,570.64,10.32,10.00,11.00,3.68,75.00,16.00,47.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2522.00,534.14,1471.21,333.36,918.43,562.64,24.00,39.00,0.00,0.00,842.07,1114.64,175.36,29.07,910.21,0.00,0.00,0.00,0.00,0.00,54.00,54.00,63.00,0.00,0.00,0.00,0.00,0.00,0.38,325.96,322.71,349.96,125.71,439.18,1194.00,3633.46,2997.68,6631.14,1633.18,41521.68,511.46,1221230.07,0.00,0.00,252.00,82.00,78.00,26.00,0
159,storage/innobase/row/row0mysql.c,15.82,50.25,12.50,892.29,2602.79,824.04,9.00,9.00,10.00,2.00,76.21,15.82,49.82,12.25,0.00,0.00,0.00,0.00,0.00,0.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4207.75,892.29,2546.79,393.96,1852.14,820.04,14.00,47.00,0.00,0.00,1398.79,1782.64,236.61,49.00,1497.04,0.00,0.00,0.00,0.00,0.00,37.50,36.50,47.50,0.00,0.00,0.00,0.00,0.00,0.32,464.50,463.50,527.43,133.50,755.11,2217.11,5334.71,4797.25,10131.96,2972.21,65827.64,774.18,1538736.46,0.00,0.00,327.25,111.14,191.36,60.82,1
160,storage/innobase/row/row0purge.c,13.00,35.00,9.00,160.00,405.00,132.00,6.21,6.21,7.00,1.00,55.00,13.00,35.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,673.00,160.00,383.00,109.00,209.21,132.00,3.00,20.00,0.00,0.00,218.86,278.50,66.00,9.79,202.71,0.00,0.00,0.00,0.00,0.00,11.00,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.34,68.07,68.07,75.07,18.00,147.00,346.21,937.00,751.00,1688.00,493.21,9679.64,148.79,157365.79,0.00,0.00,63.21,18.21,17.00,8.00,0
161,storage/innobase/row/row0row.c,12.00,38.00,12.00,162.00,441.00,170.00,7.00,7.00,7.00,1.00,59.00,12.00,38.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,726.00,162.00,423.00,155.00,200.00,170.00,1.00,18.00,0.00,0.00,273.00,333.00,94.00,25.00,214.00,0.00,0.00,0.00,0.00,0.00,29.00,29.00,29.00,0.00,0.00,0.00,0.00,0.00,0.40,74.00,74.00,76.00,17.00,174.00,443.00,1081.00,970.00,2051.00,617.00,12226.00,185.00,251651.00,0.00,0.00,41.00,21.00,6.00,6.00,0
162,storage/innobase/row/row0sel.c,22.07,60.71,23.89,1027.86,2639.00,1157.96,11.00,11.00,13.64,5.00,103.21,22.04,58.96,23.18,0.00,0.00,0.00,0.00,0.00,0.00,43.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4678.18,1025.86,2541.46,461.18,1624.43,1137.96,54.14,67.39,0.00,0.00,1205.32,1640.21,248.25,82.04,1309.93,0.00,0.00,0.00,0.00,0.00,121.14,117.21,189.61,0.00,0.00,0.00,0.00,0.00,0.45,471.57,464.86,582.04,223.57,672.07,1707.86,6309.46,4981.71,11291.18,2379.93,76107.43,835.89,3960807.68,0.00,0.00,498.61,117.04,117.43,52.00,1
163,storage/innobase/row/row0uins.c,13.00,33.00,7.00,76.00,186.00,54.00,7.00,7.00,7.00,2.00,52.00,13.00,33.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,308.00,76.00,166.00,45.00,92.00,54.00,1.00,20.00,0.00,0.00,105.00,133.00,28.00,5.00,100.00,0.00,0.00,0.00,0.00,0.00,19.00,19.00,20.00,0.00,0.00,0.00,0.00,0.00,0.33,34.00,34.00,36.00,10.00,68.00,148.00,420.00,328.00,748.00,216.00,4117.00,71.00,62599.00,0.00,0.00,35.00,6.00,5.00,2.00,0
164,storage/innobase/row/row0umod.c,12.00,37.21,10.00,158.00,464.07,176.43,5.00,5.00,6.00,2.00,56.00,12.00,37.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,763.07,158.00,444.79,129.79,248.00,176.43,1.43,18.86,0.00,0.00,231.79,290.79,71.79,10.00,209.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,16.00,0.00,0.00,0.00,0.00,0.00,0.40,65.00,65.00,69.00,27.00,149.00,397.21,1073.00,890.43,1963.43,546.21,11015.21,160.00,157038.79,0.00,0.00,58.00,15.00,15.00,7.00,0
165,storage/innobase/row/row0undo.c,15.00,35.00,8.00,72.00,159.00,128.00,5.00,5.00,5.00,1.00,57.00,15.00,35.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00,72.00,141.00,32.00,87.00,128.00,1.00,18.00,0.00,0.00,79.00,96.00,20.00,5.00,71.00,0.00,0.00,0.00,0.00,0.00,9.00,9.00,9.00,0.00,0.00,0.00,0.00,0.00,0.91,18.00,18.00,19.00,6.00,55.00,132.00,357.00,293.00,650.00,187.00,3664.00,57.00,59976.00,0.00,0.00,27.00,7.00,21.00,6.00,0
166,storage/innobase/row/row0upd.c,13.00,40.00,10.00,465.00,1257.07,468.79,6.00,6.00,7.00,3.00,60.00,13.00,39.79,10.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2082.43,465.00,1231.79,354.79,661.00,468.79,2.43,24.86,0.00,0.00,665.79,840.79,194.79,39.00,607.00,0.00,0.00,0.00,0.00,0.00,20.00,20.00,21.00,0.00,0.00,0.00,0.00,0.00,0.38,190.00,190.00,214.00,96.00,469.00,1115.21,3025.00,2560.43,5585.43,1584.21,32694.64,523.00,650271.00,0.00,0.00,204.00,79.00,60.00,26.00,0
167,storage/innobase/row/row0vers.c,24.00,71.29,34.00,131.07,377.29,196.43,8.00,8.00,9.00,6.00,121.29,24.00,68.07,34.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,666.36,131.07,341.00,80.79,200.14,196.43,6.43,30.86,0.00,0.00,196.86,236.93,50.79,26.00,160.14,0.00,0.00,0.00,0.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00,0.00,0.00,0.57,40.07,40.07,45.07,33.00,79.07,267.21,959.43,743.64,1703.07,346.29,10719.07,103.14,262500.71,0.00,0.00,41.00,14.00,9.00,4.00,0
168,storage/innobase/srv/srv0que.c,5.00,12.00,3.00,29.00,54.00,31.00,6.00,6.00,6.00,1.00,18.00,5.00,12.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00,29.00,48.00,13.00,20.00,31.00,0.00,6.00,0.00,0.00,59.00,78.00,6.00,16.00,56.00,0.00,0.00,0.00,0.00,0.00,12.00,12.00,12.00,0.00,0.00,0.00,0.00,0.00,0.65,24.00,24.00,24.00,6.00,35.00,51.00,97.00,76.00,173.00,86.00,773.00,26.00,5887.00,0.00,0.00,15.00,9.00,10.00,10.00,0
